order_number,product_sku,quantity,unit_price,line_discount,line_total
ORD000356,SKU000005,4,1493.85,74.69,5900.71
ORD000356,SKU000240,1,706.34,21.19,685.15
ORD000357,SKU000196,3,1705.94,136.48,4981.34
ORD000358,SKU000088,3,1898.00,151.84,5542.16
ORD000359,SKU000171,1,1072.17,32.17,1040.00
ORD000359,SKU000180,2,152.83,0.00,305.66
ORD000359,SKU000238,2,1002.56,30.08,1975.04
ORD000359,SKU000132,3,1306.17,104.49,3814.02
ORD000359,SKU000214,4,111.27,0.00,445.08
ORD000360,SKU000098,4,585.10,0.00,2340.40
ORD000360,SKU000109,1,1497.93,0.00,1497.93
ORD000361,SKU000115,1,363.12,29.05,334.07
ORD000361,SKU000150,3,1450.00,72.50,4277.50
ORD000361,SKU000023,3,1161.90,92.95,3392.75
ORD000361,SKU000117,4,1116.73,89.34,4377.58
ORD000361,SKU000093,2,1142.61,91.41,2193.81
ORD000362,SKU000172,1,1530.22,122.42,1407.80
ORD000362,SKU000135,1,1391.10,111.29,1279.81
ORD000362,SKU000077,2,1147.07,0.00,2294.14
ORD000363,SKU000136,3,716.60,0.00,2149.80
ORD000363,SKU000163,3,1462.68,43.88,4344.16
ORD000363,SKU000185,1,789.70,23.69,766.01
ORD000364,SKU000143,3,1115.39,89.23,3256.94
ORD000364,SKU000060,3,351.08,0.00,1053.24
ORD000364,SKU000058,3,223.30,0.00,669.90
ORD000364,SKU000013,4,150.50,0.00,602.00
ORD000364,SKU000163,4,1462.68,73.13,5777.59
ORD000365,SKU000012,3,510.87,0.00,1532.61
ORD000365,SKU000157,2,614.14,0.00,1228.28
ORD000365,SKU000029,4,842.45,0.00,3369.80
ORD000365,SKU000107,4,1434.31,0.00,5737.24
ORD000365,SKU000053,3,640.96,32.05,1890.83
ORD000366,SKU000130,4,104.47,5.22,412.66
ORD000366,SKU000212,4,425.75,0.00,1703.00
ORD000366,SKU000209,2,469.21,14.08,924.34
ORD000366,SKU000051,1,544.71,43.58,501.13
ORD000366,SKU000109,3,1497.93,0.00,4493.79
ORD000367,SKU000048,3,1423.30,42.70,4227.20
ORD000367,SKU000015,1,42.59,0.00,42.59
ORD000367,SKU000217,1,1248.35,0.00,1248.35
ORD000367,SKU000146,3,1880.37,0.00,5641.11
ORD000367,SKU000231,3,340.59,27.25,994.52
ORD000368,SKU000214,2,111.27,3.34,219.20
ORD000368,SKU000113,1,1510.50,45.32,1465.18
ORD000368,SKU000030,1,1263.29,101.06,1162.23
ORD000368,SKU000237,4,970.84,0.00,3883.36
ORD000368,SKU000101,2,1301.72,104.14,2499.30
ORD000369,SKU000217,2,1248.35,37.45,2459.25
ORD000369,SKU000204,4,891.76,26.75,3540.29
ORD000369,SKU000205,3,158.69,12.70,463.37
ORD000369,SKU000076,2,788.05,39.40,1536.70
ORD000369,SKU000098,2,585.10,17.55,1152.65
ORD000370,SKU000130,4,104.47,0.00,417.88
ORD000371,SKU000109,4,1497.93,44.94,5946.78
ORD000371,SKU000024,2,744.49,22.33,1466.65
ORD000371,SKU000105,1,978.05,0.00,978.05
ORD000371,SKU000229,2,442.53,35.40,849.66
ORD000372,SKU000095,1,1103.40,55.17,1048.23
ORD000372,SKU000177,3,708.20,35.41,2089.19
ORD000372,SKU000060,3,351.08,28.09,1025.15
ORD000373,SKU000235,4,407.80,0.00,1631.20
ORD000373,SKU000045,4,188.51,15.08,738.96
ORD000373,SKU000053,2,640.96,19.23,1262.69
ORD000373,SKU000136,4,716.60,21.50,2844.90
ORD000373,SKU000029,1,842.45,67.40,775.05
ORD000374,SKU000207,2,377.53,0.00,755.06
ORD000374,SKU000129,3,312.97,0.00,938.91
ORD000374,SKU000052,4,1270.42,63.52,5018.16
ORD000374,SKU000183,4,43.81,3.50,171.74
ORD000375,SKU000132,4,1306.17,65.31,5159.37
ORD000375,SKU000212,2,425.75,21.29,830.21
ORD000376,SKU000016,3,755.31,22.66,2243.27
ORD000376,SKU000189,4,539.78,0.00,2159.12
ORD000376,SKU000218,3,272.52,0.00,817.56
ORD000376,SKU000201,2,1344.59,107.57,2581.61
ORD000376,SKU000137,3,951.04,0.00,2853.12
ORD000377,SKU000116,2,132.39,3.97,260.81
ORD000377,SKU000147,4,430.30,12.91,1708.29
ORD000377,SKU000014,4,1252.99,62.65,4949.31
ORD000378,SKU000036,2,1272.76,38.18,2507.34
ORD000378,SKU000019,4,406.78,0.00,1627.12
ORD000379,SKU000229,2,442.53,0.00,885.06
ORD000380,SKU000219,1,890.49,26.71,863.78
ORD000380,SKU000116,4,132.39,0.00,529.56
ORD000380,SKU000222,1,1076.90,53.84,1023.06
ORD000380,SKU000044,2,1091.23,0.00,2182.46
ORD000381,SKU000047,3,1452.61,43.58,4314.25
ORD000381,SKU000090,3,604.26,0.00,1812.78
ORD000381,SKU000234,1,1026.73,0.00,1026.73
ORD000381,SKU000097,1,1547.72,0.00,1547.72
ORD000381,SKU000172,4,1530.22,0.00,6120.88
ORD000382,SKU000158,2,883.64,0.00,1767.28
ORD000382,SKU000182,3,687.88,55.03,2008.61
ORD000383,SKU000082,1,464.98,13.95,451.03
ORD000383,SKU000157,3,614.14,30.71,1811.71
ORD000383,SKU000236,4,1433.52,114.68,5619.40
ORD000383,SKU000223,2,648.85,0.00,1297.70
ORD000384,SKU000175,4,1497.47,119.80,5870.08
ORD000384,SKU000083,2,129.95,3.90,256.00
ORD000385,SKU000016,3,755.31,0.00,2265.93
ORD000386,SKU000103,4,390.61,31.25,1531.19
ORD000386,SKU000207,4,377.53,18.88,1491.24
ORD000386,SKU000193,4,96.54,7.72,378.44
ORD000386,SKU000094,1,28.32,0.00,28.32
ORD000386,SKU000223,3,648.85,0.00,1946.55
ORD000387,SKU000108,2,690.38,55.23,1325.53
ORD000388,SKU000190,3,464.47,0.00,1393.41
ORD000389,SKU000045,3,188.51,0.00,565.53
ORD000389,SKU000187,2,1236.11,98.89,2373.33
ORD000389,SKU000020,3,192.07,0.00,576.21
ORD000389,SKU000153,3,119.81,0.00,359.43
ORD000389,SKU000049,3,892.17,0.00,2676.51
ORD000390,SKU000190,4,464.47,0.00,1857.88
ORD000390,SKU000050,2,187.28,5.62,368.94
ORD000390,SKU000197,3,990.61,49.53,2922.30
ORD000390,SKU000221,2,789.98,23.70,1556.26
ORD000390,SKU000007,3,614.56,18.44,1825.24
ORD000391,SKU000239,3,1628.02,0.00,4884.06
ORD000391,SKU000204,1,891.76,0.00,891.76
ORD000391,SKU000230,2,340.66,0.00,681.32
ORD000391,SKU000121,2,1218.18,0.00,2436.36
ORD000391,SKU000057,4,1657.46,49.72,6580.12
ORD000392,SKU000114,1,1328.98,106.32,1222.66
ORD000393,SKU000225,2,124.36,0.00,248.72
ORD000393,SKU000222,4,1076.90,53.84,4253.76
ORD000394,SKU000218,1,272.52,0.00,272.52
ORD000395,SKU000039,4,1013.78,30.41,4024.71
ORD000395,SKU000073,4,452.29,0.00,1809.16
ORD000395,SKU000221,4,789.98,0.00,3159.92
ORD000395,SKU000045,1,188.51,0.00,188.51
ORD000396,SKU000144,1,1434.21,0.00,1434.21
ORD000396,SKU000183,3,43.81,0.00,131.43
ORD000396,SKU000193,2,96.54,0.00,193.08
ORD000396,SKU000080,1,168.98,0.00,168.98
ORD000397,SKU000038,1,278.56,0.00,278.56
ORD000397,SKU000121,3,1218.18,60.91,3593.63
ORD000397,SKU000010,3,142.60,0.00,427.80
ORD000398,SKU000073,3,452.29,0.00,1356.87
ORD000398,SKU000064,2,229.52,0.00,459.04
ORD000399,SKU000112,4,898.53,71.88,3522.24
ORD000400,SKU000209,3,469.21,37.54,1370.09
ORD000400,SKU000225,3,124.36,9.95,363.13
ORD000401,SKU000007,1,614.56,18.44,596.12
ORD000401,SKU000035,4,1737.47,139.00,6810.88
ORD000401,SKU000191,2,1506.00,120.48,2891.52
ORD000401,SKU000044,2,1091.23,54.56,2127.90
ORD000401,SKU000002,2,299.04,14.95,583.13
ORD000402,SKU000160,1,945.61,75.65,869.96
ORD000402,SKU000031,4,835.00,66.80,3273.20
ORD000402,SKU000157,3,614.14,0.00,1842.42
ORD000402,SKU000179,1,519.97,0.00,519.97
ORD000402,SKU000196,4,1705.94,136.48,6687.28
ORD000403,SKU000124,4,300.12,24.01,1176.47
ORD000403,SKU000197,4,990.61,79.25,3883.19
ORD000403,SKU000156,2,426.98,0.00,853.96
ORD000404,SKU000161,3,229.33,6.88,681.11
ORD000404,SKU000172,2,1530.22,0.00,3060.44
ORD000405,SKU000234,3,1026.73,30.80,3049.39
ORD000405,SKU000240,3,706.34,0.00,2119.02
ORD000405,SKU000184,4,1750.03,87.50,6912.62
ORD000405,SKU000063,3,549.51,16.49,1632.04
ORD000405,SKU000091,1,158.71,7.94,150.77
ORD000406,SKU000079,2,62.21,1.87,122.55
ORD000407,SKU000181,4,757.86,0.00,3031.44
ORD000407,SKU000038,1,278.56,0.00,278.56
ORD000407,SKU000165,4,1602.93,0.00,6411.72
ORD000407,SKU000104,1,934.38,0.00,934.38
ORD000408,SKU000212,1,425.75,0.00,425.75
ORD000408,SKU000070,1,518.67,0.00,518.67
ORD000408,SKU000026,1,1077.05,32.31,1044.74
ORD000408,SKU000058,4,223.30,17.86,875.34
ORD000409,SKU000239,1,1628.02,81.40,1546.62
ORD000409,SKU000197,2,990.61,29.72,1951.50
ORD000409,SKU000156,3,426.98,21.35,1259.59
ORD000409,SKU000097,1,1547.72,123.82,1423.90
ORD000410,SKU000156,2,426.98,0.00,853.96
ORD000410,SKU000185,1,789.70,63.18,726.52
ORD000411,SKU000231,4,340.59,10.22,1352.14
ORD000411,SKU000111,3,381.74,30.54,1114.68
ORD000411,SKU000020,1,192.07,15.37,176.70
ORD000411,SKU000131,1,1147.19,91.78,1055.41
ORD000411,SKU000193,1,96.54,7.72,88.82
ORD000412,SKU000205,2,158.69,12.70,304.68
ORD000412,SKU000124,3,300.12,0.00,900.36
ORD000413,SKU000238,3,1002.56,50.13,2957.55
ORD000413,SKU000053,2,640.96,32.05,1249.87
ORD000413,SKU000117,4,1116.73,89.34,4377.58
ORD000414,SKU000162,1,428.18,12.85,415.33
ORD000414,SKU000009,3,101.86,3.06,302.52
ORD000414,SKU000234,1,1026.73,51.34,975.39
ORD000414,SKU000166,4,718.17,0.00,2872.68
ORD000415,SKU000220,1,202.19,16.18,186.01
ORD000416,SKU000232,2,864.16,43.21,1685.11
ORD000416,SKU000072,1,984.38,78.75,905.63
ORD000416,SKU000236,1,1433.52,114.68,1318.84
ORD000416,SKU000053,2,640.96,0.00,1281.92
ORD000417,SKU000068,4,449.58,35.97,1762.35
ORD000418,SKU000058,4,223.30,0.00,893.20
ORD000418,SKU000038,4,278.56,13.93,1100.31
ORD000418,SKU000182,4,687.88,20.64,2730.88
ORD000419,SKU000184,3,1750.03,87.50,5162.59
ORD000419,SKU000090,2,604.26,18.13,1190.39
ORD000420,SKU000162,1,428.18,0.00,428.18
ORD000420,SKU000115,4,363.12,0.00,1452.48
ORD000420,SKU000094,4,28.32,0.00,113.28
ORD000420,SKU000038,3,278.56,22.28,813.40
ORD000420,SKU000012,4,510.87,0.00,2043.48
ORD000421,SKU000202,3,103.62,0.00,310.86
ORD000421,SKU000128,4,1194.18,95.53,4681.19
ORD000421,SKU000045,2,188.51,5.66,371.36
ORD000422,SKU000036,4,1272.76,0.00,5091.04
ORD000422,SKU000143,2,1115.39,0.00,2230.78
ORD000422,SKU000073,4,452.29,36.18,1772.98
ORD000422,SKU000113,2,1510.50,45.32,2975.68
ORD000423,SKU000235,2,407.80,32.62,782.98
ORD000423,SKU000191,1,1506.00,120.48,1385.52
ORD000423,SKU000185,3,789.70,23.69,2345.41
ORD000424,SKU000199,3,166.64,8.33,491.59
ORD000424,SKU000028,4,1324.73,0.00,5298.92
ORD000424,SKU000050,2,187.28,0.00,374.56
ORD000424,SKU000119,4,1539.31,0.00,6157.24
ORD000425,SKU000142,3,1264.47,0.00,3793.41
ORD000425,SKU000182,2,687.88,20.64,1355.12
ORD000425,SKU000100,4,763.22,38.16,3014.72
ORD000425,SKU000113,1,1510.50,0.00,1510.50
ORD000426,SKU000146,1,1880.37,94.02,1786.35
ORD000426,SKU000089,3,872.47,69.80,2547.61
ORD000427,SKU000218,4,272.52,0.00,1090.08
ORD000427,SKU000061,1,341.79,0.00,341.79
ORD000427,SKU000155,1,1026.78,51.34,975.44
ORD000428,SKU000218,1,272.52,0.00,272.52
ORD000428,SKU000222,2,1076.90,0.00,2153.80
ORD000428,SKU000165,4,1602.93,0.00,6411.72
ORD000428,SKU000132,4,1306.17,104.49,5120.19
ORD000428,SKU000141,1,760.13,0.00,760.13
ORD000429,SKU000216,1,1356.98,108.56,1248.42
ORD000429,SKU000082,1,464.98,0.00,464.98
ORD000429,SKU000027,2,388.75,11.66,765.84
ORD000430,SKU000014,1,1252.99,100.24,1152.75
ORD000430,SKU000232,2,864.16,43.21,1685.11
ORD000430,SKU000211,1,496.71,24.84,471.87
ORD000431,SKU000032,4,515.64,41.25,2021.31
ORD000431,SKU000054,4,46.95,2.35,185.45
ORD000431,SKU000197,3,990.61,0.00,2971.83
ORD000432,SKU000047,1,1452.61,0.00,1452.61
ORD000432,SKU000224,2,1434.98,0.00,2869.96
ORD000433,SKU000074,4,410.55,0.00,1642.20
ORD000433,SKU000187,2,1236.11,0.00,2472.22
ORD000434,SKU000066,2,302.75,24.22,581.28
ORD000435,SKU000127,2,1186.13,0.00,2372.26
ORD000436,SKU000108,1,690.38,20.71,669.67
ORD000437,SKU000094,1,28.32,0.00,28.32
ORD000437,SKU000217,2,1248.35,62.42,2434.28
ORD000437,SKU000022,1,1191.12,95.29,1095.83
ORD000437,SKU000233,2,151.16,12.09,290.23
ORD000437,SKU000127,4,1186.13,0.00,4744.52
ORD000438,SKU000212,3,425.75,34.06,1243.19
ORD000439,SKU000046,2,792.34,0.00,1584.68
ORD000439,SKU000181,3,757.86,60.63,2212.95
ORD000439,SKU000180,2,152.83,12.23,293.43
ORD000440,SKU000121,3,1218.18,0.00,3654.54
ORD000441,SKU000174,3,193.35,5.80,574.25
ORD000441,SKU000131,1,1147.19,57.36,1089.83
ORD000441,SKU000161,2,229.33,0.00,458.66
ORD000442,SKU000130,4,104.47,0.00,417.88
ORD000442,SKU000132,1,1306.17,0.00,1306.17
ORD000442,SKU000201,3,1344.59,0.00,4033.77
ORD000443,SKU000037,2,151.75,4.55,298.95
ORD000443,SKU000152,1,866.00,0.00,866.00
ORD000443,SKU000139,4,99.94,3.00,396.76
ORD000443,SKU000217,2,1248.35,62.42,2434.28
ORD000444,SKU000115,4,363.12,0.00,1452.48
ORD000444,SKU000060,2,351.08,28.09,674.07
ORD000445,SKU000182,1,687.88,20.64,667.24
ORD000445,SKU000116,2,132.39,6.62,258.16
ORD000446,SKU000219,4,890.49,0.00,3561.96
ORD000446,SKU000161,3,229.33,6.88,681.11
ORD000446,SKU000052,4,1270.42,0.00,5081.68
ORD000446,SKU000194,4,757.78,37.89,2993.23
ORD000446,SKU000066,1,302.75,24.22,278.53
ORD000447,SKU000052,4,1270.42,63.52,5018.16
ORD000447,SKU000053,1,640.96,51.28,589.68
ORD000447,SKU000115,3,363.12,0.00,1089.36
ORD000447,SKU000149,2,1828.38,54.85,3601.91
ORD000448,SKU000064,1,229.52,0.00,229.52
ORD000448,SKU000088,3,1898.00,56.94,5637.06
ORD000448,SKU000148,4,1421.58,113.73,5572.59
ORD000448,SKU000150,4,1450.00,0.00,5800.00
ORD000449,SKU000048,1,1423.30,113.86,1309.44
ORD000449,SKU000051,2,544.71,27.24,1062.18
ORD000449,SKU000097,4,1547.72,0.00,6190.88
ORD000449,SKU000191,4,1506.00,45.18,5978.82
ORD000449,SKU000111,1,381.74,11.45,370.29
ORD000450,SKU000111,4,381.74,30.54,1496.42
ORD000450,SKU000156,3,426.98,21.35,1259.59
ORD000450,SKU000079,4,62.21,0.00,248.84
ORD000451,SKU000065,3,454.03,13.62,1348.47
ORD000452,SKU000015,1,42.59,0.00,42.59
ORD000452,SKU000227,4,1087.40,0.00,4349.60
ORD000453,SKU000154,3,453.74,0.00,1361.22
ORD000454,SKU000165,2,1602.93,128.23,3077.63
ORD000454,SKU000085,3,1323.96,0.00,3971.88
ORD000454,SKU000191,4,1506.00,0.00,6024.00
ORD000454,SKU000006,3,759.39,37.97,2240.20
ORD000454,SKU000080,3,168.98,0.00,506.94
ORD000455,SKU000134,1,197.39,0.00,197.39
ORD000455,SKU000124,2,300.12,9.00,591.24
ORD000456,SKU000223,1,648.85,0.00,648.85
ORD000456,SKU000040,1,1173.46,58.67,1114.79
ORD000456,SKU000188,3,121.81,0.00,365.43
ORD000456,SKU000132,4,1306.17,0.00,5224.68
ORD000457,SKU000065,4,454.03,22.70,1793.42
ORD000457,SKU000054,4,46.95,1.41,186.39
ORD000457,SKU000050,4,187.28,5.62,743.50
ORD000458,SKU000127,1,1186.13,35.58,1150.55
ORD000458,SKU000180,1,152.83,0.00,152.83
ORD000458,SKU000173,2,133.76,10.70,256.82
ORD000458,SKU000040,4,1173.46,93.88,4599.96
ORD000459,SKU000068,2,449.58,0.00,899.16
ORD000460,SKU000192,3,804.31,0.00,2412.93
ORD000460,SKU000140,3,100.33,0.00,300.99
ORD000460,SKU000073,4,452.29,0.00,1809.16
ORD000461,SKU000178,1,622.16,49.77,572.39
ORD000461,SKU000022,2,1191.12,59.56,2322.68
ORD000461,SKU000053,2,640.96,0.00,1281.92
ORD000461,SKU000090,1,604.26,30.21,574.05
ORD000462,SKU000016,3,755.31,37.77,2228.16
ORD000462,SKU000179,3,519.97,15.60,1544.31
ORD000462,SKU000121,3,1218.18,0.00,3654.54
ORD000462,SKU000158,4,883.64,26.51,3508.05
ORD000463,SKU000132,3,1306.17,0.00,3918.51
ORD000463,SKU000051,2,544.71,0.00,1089.42
ORD000464,SKU000087,3,1226.43,98.11,3581.18
ORD000464,SKU000232,1,864.16,25.92,838.24
ORD000465,SKU000164,2,222.51,0.00,445.02
ORD000466,SKU000160,4,945.61,0.00,3782.44
ORD000466,SKU000021,3,796.21,0.00,2388.63
ORD000467,SKU000090,1,604.26,18.13,586.13
ORD000467,SKU000137,4,951.04,47.55,3756.61
ORD000467,SKU000047,2,1452.61,0.00,2905.22
ORD000467,SKU000027,2,388.75,19.44,758.06
ORD000467,SKU000202,3,103.62,8.29,302.57
ORD000468,SKU000177,2,708.20,0.00,1416.40
ORD000468,SKU000184,3,1750.03,87.50,5162.59
ORD000468,SKU000167,3,361.00,0.00,1083.00
ORD000468,SKU000175,1,1497.47,119.80,1377.67
ORD000469,SKU000231,2,340.59,0.00,681.18
ORD000469,SKU000050,4,187.28,14.98,734.14
ORD000469,SKU000070,3,518.67,15.56,1540.45
ORD000469,SKU000092,1,593.82,29.69,564.13
ORD000470,SKU000084,4,111.96,3.36,444.48
ORD000470,SKU000125,2,1425.63,71.28,2779.98
ORD000470,SKU000053,3,640.96,51.28,1871.60
ORD000471,SKU000115,4,363.12,0.00,1452.48
ORD000471,SKU000147,2,430.30,0.00,860.60
ORD000471,SKU000108,1,690.38,20.71,669.67
ORD000471,SKU000114,3,1328.98,0.00,3986.94
ORD000472,SKU000187,2,1236.11,37.08,2435.14
ORD000472,SKU000178,1,622.16,49.77,572.39
ORD000473,SKU000171,4,1072.17,0.00,4288.68
ORD000473,SKU000028,3,1324.73,66.24,3907.95
ORD000473,SKU000178,3,622.16,0.00,1866.48
ORD000473,SKU000040,3,1173.46,93.88,3426.50
ORD000474,SKU000152,2,866.00,0.00,1732.00
ORD000474,SKU000221,1,789.98,23.70,766.28
ORD000474,SKU000067,3,41.76,0.00,125.28
ORD000474,SKU000124,1,300.12,9.00,291.12
ORD000475,SKU000220,4,202.19,0.00,808.76
ORD000476,SKU000201,2,1344.59,67.23,2621.95
ORD000477,SKU000123,2,757.15,0.00,1514.30
ORD000477,SKU000187,4,1236.11,61.81,4882.63
ORD000478,SKU000226,3,863.90,25.92,2565.78
ORD000478,SKU000105,2,978.05,0.00,1956.10
ORD000478,SKU000001,4,1774.87,0.00,7099.48
ORD000478,SKU000062,3,857.25,0.00,2571.75
ORD000479,SKU000224,4,1434.98,0.00,5739.92
ORD000479,SKU000149,4,1828.38,146.27,7167.25
ORD000479,SKU000073,1,452.29,36.18,416.11
ORD000480,SKU000019,4,406.78,0.00,1627.12
ORD000480,SKU000067,2,41.76,1.25,82.27
ORD000480,SKU000240,2,706.34,21.19,1391.49
ORD000481,SKU000090,1,604.26,18.13,586.13
ORD000481,SKU000047,3,1452.61,0.00,4357.83
ORD000481,SKU000211,2,496.71,14.90,978.52
ORD000482,SKU000144,3,1434.21,0.00,4302.63
ORD000482,SKU000183,3,43.81,0.00,131.43
ORD000482,SKU000178,1,622.16,0.00,622.16
ORD000483,SKU000097,3,1547.72,77.39,4565.77
ORD000483,SKU000020,4,192.07,15.37,752.91
ORD000483,SKU000117,3,1116.73,0.00,3350.19
ORD000483,SKU000054,4,46.95,3.76,184.04
ORD000483,SKU000150,4,1450.00,0.00,5800.00
ORD000484,SKU000064,2,229.52,6.89,452.15
ORD000484,SKU000092,3,593.82,0.00,1781.46
ORD000484,SKU000224,2,1434.98,114.80,2755.16
ORD000484,SKU000082,2,464.98,0.00,929.96
ORD000485,SKU000086,2,16.87,0.51,33.23
ORD000485,SKU000005,2,1493.85,0.00,2987.70
ORD000485,SKU000110,3,819.69,0.00,2459.07
ORD000485,SKU000094,4,28.32,0.85,112.43
ORD000486,SKU000099,1,1131.42,0.00,1131.42
ORD000486,SKU000116,1,132.39,0.00,132.39
ORD000486,SKU000202,3,103.62,3.11,307.75
ORD000486,SKU000075,1,575.19,46.02,529.17
ORD000487,SKU000038,3,278.56,0.00,835.68
ORD000487,SKU000227,1,1087.40,32.62,1054.78
ORD000487,SKU000068,2,449.58,0.00,899.16
ORD000488,SKU000067,2,41.76,3.34,80.18
ORD000488,SKU000229,2,442.53,13.28,871.78
ORD000488,SKU000205,3,158.69,0.00,476.07
ORD000489,SKU000106,4,1156.47,92.52,4533.36
ORD000490,SKU000055,2,190.67,0.00,381.34
ORD000490,SKU000079,1,62.21,4.98,57.23
ORD000490,SKU000155,1,1026.78,30.80,995.98
ORD000490,SKU000186,1,465.11,0.00,465.11
ORD000490,SKU000077,4,1147.07,0.00,4588.28
ORD000491,SKU000208,4,249.16,0.00,996.64
ORD000492,SKU000155,3,1026.78,51.34,3029.00
ORD000492,SKU000161,3,229.33,6.88,681.11
ORD000492,SKU000239,3,1628.02,0.00,4884.06
ORD000492,SKU000074,3,410.55,20.53,1211.12
ORD000492,SKU000079,3,62.21,1.87,184.76
ORD000493,SKU000239,4,1628.02,0.00,6512.08
ORD000494,SKU000151,1,332.71,9.98,322.73
ORD000494,SKU000156,1,426.98,21.35,405.63
ORD000494,SKU000088,2,1898.00,94.90,3701.10
ORD000494,SKU000178,3,622.16,0.00,1866.48
ORD000495,SKU000082,1,464.98,0.00,464.98
ORD000496,SKU000058,2,223.30,17.86,428.74
ORD000496,SKU000046,4,792.34,39.62,3129.74
ORD000497,SKU000063,3,549.51,43.96,1604.57
ORD000497,SKU000088,4,1898.00,151.84,7440.16
ORD000497,SKU000116,1,132.39,3.97,128.42
ORD000497,SKU000126,4,673.63,20.21,2674.31
ORD000498,SKU000150,4,1450.00,72.50,5727.50
ORD000498,SKU000021,3,796.21,39.81,2348.82
ORD000499,SKU000130,1,104.47,0.00,104.47
ORD000499,SKU000215,3,560.50,0.00,1681.50
ORD000500,SKU000045,2,188.51,9.43,367.59
ORD000501,SKU000117,2,1116.73,33.50,2199.96
ORD000501,SKU000119,2,1539.31,123.14,2955.48
ORD000501,SKU000213,1,344.58,0.00,344.58
ORD000501,SKU000120,2,1019.64,81.57,1957.71
ORD000501,SKU000145,3,236.50,18.92,690.58
ORD000502,SKU000134,4,197.39,9.87,779.69
ORD000503,SKU000129,4,312.97,9.39,1242.49
ORD000503,SKU000011,4,359.63,0.00,1438.52
ORD000503,SKU000208,1,249.16,12.46,236.70
ORD000504,SKU000011,2,359.63,0.00,719.26
ORD000504,SKU000096,1,1036.81,31.10,1005.71
ORD000504,SKU000238,3,1002.56,50.13,2957.55
ORD000504,SKU000213,1,344.58,17.23,327.35
ORD000505,SKU000085,3,1323.96,66.20,3905.68
ORD000505,SKU000218,3,272.52,8.18,809.38
ORD000505,SKU000072,2,984.38,0.00,1968.76
ORD000505,SKU000054,2,46.95,2.35,91.55
ORD000506,SKU000069,3,786.47,23.59,2335.82
ORD000506,SKU000237,3,970.84,0.00,2912.52
ORD000506,SKU000106,4,1156.47,92.52,4533.36
ORD000506,SKU000217,2,1248.35,99.87,2396.83
ORD000506,SKU000010,3,142.60,7.13,420.67
ORD000507,SKU000066,2,302.75,24.22,581.28
ORD000507,SKU000084,3,111.96,5.60,330.28
ORD000507,SKU000090,2,604.26,30.21,1178.31
ORD000507,SKU000002,1,299.04,8.97,290.07
ORD000507,SKU000141,4,760.13,22.80,3017.72
ORD000508,SKU000052,4,1270.42,63.52,5018.16
ORD000508,SKU000127,2,1186.13,94.89,2277.37
ORD000508,SKU000224,4,1434.98,71.75,5668.17
ORD000508,SKU000095,2,1103.40,0.00,2206.80
ORD000508,SKU000008,2,930.88,0.00,1861.76
ORD000509,SKU000043,2,1091.40,32.74,2150.06
ORD000509,SKU000141,2,760.13,60.81,1459.45
ORD000509,SKU000093,1,1142.61,91.41,1051.20
ORD000510,SKU000189,3,539.78,0.00,1619.34
ORD000510,SKU000031,2,835.00,41.75,1628.25
ORD000510,SKU000112,1,898.53,71.88,826.65
ORD000510,SKU000017,1,1627.19,130.18,1497.01
ORD000510,SKU000192,1,804.31,0.00,804.31
ORD000511,SKU000159,4,1627.39,0.00,6509.56
ORD000511,SKU000103,4,390.61,19.53,1542.91
ORD000511,SKU000101,4,1301.72,65.09,5141.79
ORD000512,SKU000185,4,789.70,39.48,3119.32
ORD000512,SKU000064,1,229.52,11.48,218.04
ORD000512,SKU000003,1,1186.09,94.89,1091.20
ORD000512,SKU000043,1,1091.40,0.00,1091.40
ORD000512,SKU000110,1,819.69,65.58,754.11
ORD000513,SKU000081,3,1094.91,0.00,3284.73
ORD000513,SKU000090,3,604.26,48.34,1764.44
ORD000513,SKU000046,2,792.34,0.00,1584.68
ORD000513,SKU000009,3,101.86,5.09,300.49
ORD000514,SKU000167,3,361.00,28.88,1054.12
ORD000514,SKU000207,2,377.53,30.20,724.86
ORD000514,SKU000027,3,388.75,19.44,1146.81
ORD000514,SKU000014,3,1252.99,62.65,3696.32
ORD000514,SKU000163,2,1462.68,0.00,2925.36
ORD000515,SKU000209,4,469.21,0.00,1876.84
ORD000515,SKU000133,2,1376.23,0.00,2752.46
ORD000515,SKU000152,1,866.00,25.98,840.02
ORD000516,SKU000206,1,1174.43,0.00,1174.43
ORD000516,SKU000040,2,1173.46,58.67,2288.25
ORD000516,SKU000081,3,1094.91,0.00,3284.73
ORD000516,SKU000067,4,41.76,3.34,163.70
ORD000516,SKU000029,1,842.45,42.12,800.33
ORD000517,SKU000060,1,351.08,28.09,322.99
ORD000517,SKU000122,1,588.39,47.07,541.32
ORD000517,SKU000115,1,363.12,18.16,344.96
ORD000517,SKU000236,1,1433.52,0.00,1433.52
ORD000517,SKU000231,3,340.59,17.03,1004.74
ORD000518,SKU000027,1,388.75,19.44,369.31
ORD000518,SKU000024,1,744.49,0.00,744.49
ORD000519,SKU000017,1,1627.19,130.18,1497.01
ORD000519,SKU000139,3,99.94,3.00,296.82
ORD000520,SKU000044,1,1091.23,54.56,1036.67
ORD000520,SKU000082,2,464.98,23.25,906.71
ORD000520,SKU000171,2,1072.17,85.77,2058.57
ORD000521,SKU000018,1,133.56,0.00,133.56
ORD000522,SKU000193,2,96.54,7.72,185.36
